VAR,RMS,IEMG,MAV,WL,WAMP,TARGET
91.60312089,9.570958679,3028.443633,6.056887265,4793.359155,38,2
68.4736154,8.274885747,3017.060943,6.034121886,4802.798508,53,2
64.08515687,8.005330703,2671.685698,5.343371395,3967.069505,41,2
56.67329317,7.528307297,2774.50431,5.549008619,4366.22926,31,2
14.38079162,3.792206869,1433.420325,2.866840649,2168.77105,17,2
118.2083678,10.87237396,3705.318075,7.410636151,5862.904882,34,2
81.57786616,9.032059621,3276.865737,6.553731475,5293.547146,59,2
49.2807866,7.02003152,2266.152055,4.532304111,3588.056179,34,2
0.950351646,0.974859935,385.7841479,0.771568296,534.6341614,0,2
65.65404486,8.102723477,2888.874117,5.777748234,4587.775495,51,2
42.41055645,6.512338823,2492.857669,4.985715338,3781.873562,35,2
18.41973519,4.291936853,1591.473061,3.182946122,2237.109631,38,2
49.45148346,7.032185144,2044.107001,4.088214002,3159.996378,32,2
27.38164961,5.232869257,1981.099615,3.96219923,2989.672869,49,2
10.69591936,3.270461719,1261.476846,2.522953692,1833.329764,30,2
40.69007655,6.378878824,1877.601979,3.755203958,2233.709747,23,2
17.51554312,4.185303965,1470.959764,2.941919528,2085.053795,22,2
29.57653423,5.438876194,2096.08481,4.19216962,3128.511738,30,2
13.75072307,3.708396788,1330.401667,2.660803333,2009.519817,48,2
23.41460718,4.838916749,1656.732911,3.313465821,2555.34287,51,2
46.2952149,6.804061339,2519.04857,5.038097139,3862.19932,27,2
8.404939046,2.899132715,1112.530783,2.225061565,1727.942639,19,2
12.45373479,3.528989753,1367.757001,2.735514003,2131.021879,46,2
10.13020914,3.182980943,1125.796902,2.251593804,1704.815683,29,2
12.1599922,3.487123312,1225.01207,2.45002414,1743.877341,44,2
16.01363404,4.002064253,1329.030243,2.658060487,1802.324738,29,2
3.00868522,1.735273889,539.0816966,1.078163393,709.3580048,6,2
8.794495266,2.966199161,815.4580253,1.630916051,1225.047628,19,2
71.25845087,8.441635853,2420.50283,4.84100566,3074.996881,17,2
8.435706881,2.904689843,1057.942947,2.115885895,1586.013406,26,2
10.31428746,3.211659344,1217.376796,2.434753593,1848.897711,4,2
76.69409436,8.757517177,2928.654427,5.857308855,4452.256324,50,2
35.231159,5.935839909,1978.987092,3.957974185,3090.659282,23,2
13.89561367,3.727780378,1344.93045,2.689860901,2094.1238,41,2
33.29313704,5.77002159,1946.705589,3.893411179,3066.808855,46,2
9.525875412,3.086530052,1182.662656,2.365325311,1796.693113,32,2
23.56864565,4.8548145,1803.322644,3.606645288,2574.416472,47,2
81.0117727,9.000654193,2657.292374,5.314584748,3762.881654,45,2
49.69006056,7.049210565,2193.22037,4.386440739,3281.596255,21,2
28.49891623,5.338633122,1978.09213,3.956184261,2907.60643,43,2
7.713277435,2.777307677,1056.207149,2.112414299,1588.845893,42,2
52.95853997,7.277263902,2384.225979,4.768451957,3420.135739,18,2
17.04328474,4.128379418,1477.763558,2.955527116,2166.661003,29,2
5.310988339,2.304560882,857.34702,1.71469404,1278.712879,43,2
5.977277597,2.444951345,894.7248693,1.789449739,1353.221809,31,2
5.611024831,2.368816579,760.9352096,1.521870419,1037.514719,1,2
11.45590673,3.384906489,1252.537296,2.505074592,1932.541853,15,2
32.7006064,5.718444991,1618.898844,3.237797688,2371.067864,24,2
83.05424958,9.113503169,2919.307395,5.83861479,4318.46346,34,2
21.61037409,4.648785823,1710.105604,3.420211207,2632.300379,34,2
33.78958329,5.812933378,1956.939909,3.913879818,2886.340143,35,2
15.67251861,3.959571274,1497.428051,2.994856102,2215.810047,42,2
11.09698881,3.331238514,1271.27796,2.542555921,1827.918239,37,2
41.69459968,6.457230875,2364.507473,4.729014947,3529.211493,51,2
324.7713105,18.02147178,6687.835552,13.3756711,10888.11545,43,2
80.79063176,8.988382024,3095.552426,6.191104853,4838.197685,77,2
6.732714603,2.595214729,781.405838,1.562811676,1112.443471,0,2
134.7451439,11.6083785,4051.538227,8.103076454,6361.912171,46,2
286.5864434,16.92887007,5137.695783,10.27539157,8021.668987,45,2
268.5193525,16.38656112,4440.777489,8.881554979,7088.384009,44,2
50.18115967,7.08395062,2625.129429,5.250258858,3865.681008,33,2
228.0189524,15.10029785,4457.308217,8.914616434,6961.271745,53,2
23.68281193,4.8665988,1402.924518,2.805849036,2164.826556,42,2
29.58468924,5.439210909,1625.61414,3.251228281,2503.152309,32,2
21.7561068,4.664348582,1481.45195,2.962903901,2173.806646,31,2
78.11012661,8.837996789,2510.726434,5.021452867,4023.298338,58,2
46.86786781,6.846060182,2042.701964,4.085403929,3120.69915,43,2
24.1787451,4.917283028,1421.010962,2.842021924,2230.225397,29,2
300.1528375,17.32495727,5411.470638,10.82294128,7409.89559,26,2
58.58920868,7.654369493,2924.816766,5.849633531,4251.640099,22,2
59.03477329,7.68343414,2890.400924,5.780801847,4341.395113,18,2
79.14586445,8.896399456,2914.426637,5.828853273,4670.935178,46,2
168.4907847,12.98040592,4349.546963,8.699093927,7131.193655,49,2
101.8129557,10.09036698,3567.376562,7.134753125,5841.740178,58,2
77.59534687,8.808849883,3112.647548,6.225295095,4892.135242,52,2
57.28275549,7.568547745,2805.415341,5.610830682,4407.963298,47,2
53.7026205,7.328213317,2450.861951,4.901723902,3848.047709,49,2
63.72515492,7.983367708,2728.124495,5.456248989,4174.498594,43,2
72.88533285,8.537318401,3123.530623,6.247061246,4696.03649,47,2
104.5439559,10.22467535,3558.817194,7.117634387,5461.445641,56,2
196.3126381,14.01119525,4478.389909,8.956779818,7105.582738,51,2
6.730093243,2.594245221,995.1778824,1.990355765,1459.413454,24,3
11.98387635,3.461850848,1235.061189,2.470122379,1838.140251,31,3
5.736888753,2.395191468,926.8531179,1.853706236,1347.151387,11,3
3.017907503,1.737230487,664.3399649,1.32867993,978.957128,18,3
9.728876055,3.119192793,1051.445364,2.102890728,1491.870394,22,3
14.96186281,3.868056841,1323.859506,2.647719012,2033.696612,53,3
42.40445072,6.511870052,2192.527971,4.385055941,3351.393054,40,3
8.454714844,2.907699975,1064.531004,2.129062009,1627.688714,32,3
5.050315691,2.247295254,814.0798131,1.628159626,1202.523529,25,3
70.75045078,8.411574007,2170.860205,4.34172041,3165.519172,27,3
30.10202701,5.486536186,1288.859245,2.57771849,1993.384726,31,3
11.74058324,3.426453529,1078.559715,2.157119429,1695.901895,47,3
8.454433767,2.907651029,1049.699472,2.099398944,1598.92667,34,3
34.69415711,5.890222729,1745.521728,3.491043457,2787.662508,43,3
66.62717712,8.162549048,2567.04438,5.134088761,4141.072543,20,3
45.19031728,6.722519263,1926.416921,3.852833841,2941.636773,41,3
34.06830346,5.836844386,1875.413747,3.750827494,3024.232802,48,3
39.84461303,6.312673726,1886.371086,3.772742171,2853.806125,49,3
60.25682482,7.762622457,2619.944296,5.239888592,4073.88281,62,3
101.8323119,10.0914491,2633.108245,5.266216489,3808.25207,23,3
14.88783091,3.858517525,1232.054874,2.464109748,1879.873985,25,3
5.837378404,2.416068512,768.5378488,1.537075698,1141.321734,24,3
125.4185353,11.19904674,2972.9071,5.9458142,4691.808716,40,3
25.49326174,5.049100113,1528.339141,3.056678282,2362.899396,39,3
15.63404391,3.954018257,1397.991687,2.795983374,2079.990299,39,3
25.28697704,5.028623078,1367.677376,2.735354752,2178.936663,40,3
0,0,0,0,0,0,3
450.8699713,21.23371753,6474.610052,12.9492201,10567.03769,69,3
19.71850874,4.440588729,1464.735812,2.929471623,2121.1986,38,3
4.884903103,2.21027327,860.5816155,1.721163231,1235.549023,28,3
21.61395288,4.649162021,1444.025483,2.888050967,2222.217922,46,3
15.99600381,3.99972017,1300.830803,2.601661606,1938.618511,41,3
26.40670771,5.13877733,1678.763125,3.35752625,2414.269348,22,3
9.404570699,3.066690141,1024.071769,2.048143537,1539.478674,21,3
8.653982006,2.941765235,1143.522748,2.287045495,1747.723477,5,3
51.64684756,7.186639356,2149.352892,4.298705785,3167.133483,23,3
8.773727674,2.96204789,1027.721357,2.055442713,1525.788437,17,3
7.901165372,2.810905726,1044.901764,2.089803528,1633.63556,29,3
4.151149344,2.037437077,790.2472968,1.580494594,1203.224202,12,3
18.76091351,4.33149311,1355.372537,2.710745074,1887.14038,28,3
12.09572972,3.478042332,1316.132735,2.63226547,1868.7565,30,3
56.61630567,7.52458849,2136.479412,4.272958825,2615.716407,19,3
22.92204488,4.787701831,1843.346416,3.686692831,2653.137028,40,3
86.18538906,9.284646503,2483.491529,4.966983057,3398.337423,35,3
360.8230955,18.99553148,3871.231765,7.74246353,3672.545059,19,3
22.3336273,4.725851505,1645.111731,3.290223462,2239.011134,27,3
36.32912973,6.02776046,1949.43234,3.898864681,2898.727293,42,3
20.34655595,4.511137232,1609.312491,3.218624981,2284.308055,21,3
71.12467859,8.433545985,2280.280512,4.560561024,3130.496333,25,3
68.68558255,8.288309891,2428.542649,4.857085297,3448.354877,23,3
17.5838972,4.193634985,1205.24303,2.41048606,1699.422186,24,3
24.66716553,4.966879233,1856.759013,3.713518027,2656.855002,17,3
8.079861007,2.842525814,1105.776888,2.211553777,1483.732464,12,3
393.0937849,19.8271843,4724.484285,9.44896857,3922.445786,14,3
8.840681544,2.973705613,1148.309121,2.296618243,1626.73359,18,3
33.96767764,5.828869306,1788.659912,3.577319823,2310.827126,28,3
20.60176232,4.539119247,1438.486246,2.876972491,2019.094873,32,3
87.06183111,9.330738172,1991.156679,3.982313358,2309.008349,14,3
7.723754833,2.779353775,1100.977144,2.201954289,1571.062064,21,3
22.90476334,4.785966645,1610.574985,3.22114997,2239.792393,25,3
27.03245601,5.19964977,1783.414894,3.566829788,2404.033948,43,3
8.246833222,2.871753548,1018.863574,2.037727148,1530.503374,28,3
15.94581933,3.993262304,1409.790001,2.819580001,2231.759101,35,3
39.93075137,6.31916074,2003.190862,4.006381724,2970.108105,28,3
16.09233983,4.011580682,1507.292543,3.014585085,2098.617091,21,3
48.26501277,6.947303923,2402.702566,4.805405133,3615.49805,56,3
69.19645983,8.318441637,2604.48106,5.208962119,4001.874464,44,3
16.72390072,4.090866643,1266.761842,2.533523684,1886.21801,1,3
20.58971443,4.537612965,1612.087135,3.22417427,2277.607801,29,3
11.30751915,3.36277061,1205.889745,2.411779491,1813.274826,33,3
18.5418553,4.306221554,1544.07125,3.0881425,2244.941379,32,3
11.95660837,3.457971544,1243.759091,2.487518182,1785.287856,24,3
20.38039643,4.514471782,1372.896643,2.745793287,1786.354026,20,3
9.877235816,3.143011493,1160.146105,2.320292211,1733.841171,19,3
6.912199063,2.629232602,932.1365312,1.864273062,1320.362217,22,3
17.67134875,4.203800407,1131.835898,2.263671797,1621.359351,20,3
8.700275078,2.949784129,1159.682147,2.319364294,1710.928286,38,3
174.2956426,13.20212236,3296.138902,6.592277805,3986.773899,17,3
26.38586507,5.137554731,1766.98564,3.53397128,2535.180973,34,3
38.61350642,6.214140497,1632.648576,3.265297152,2094.572568,25,3
14.47506994,3.804808258,1300.902832,2.601805665,1924.578109,29,3
23.32262285,4.829839214,1707.468287,3.414936574,2266.53365,34,3
13.93388464,3.732949087,1353.312973,2.706625946,1967.58991,38,3
35.05522205,5.920821397,2084.315671,4.168631342,3067.842395,35,3
61.31638179,7.830521976,2057.684935,4.11536987,2906.108591,26,3
41.79497599,6.464904205,1835.578738,3.671157476,2644.341135,22,3
39.31535402,6.270432918,2184.945893,4.369891785,3429.74331,50,3
110.781587,10.52529521,3175.840979,6.351681959,4435.674277,41,3
34.78364775,5.898706088,1257.988579,2.515977158,1532.715575,20,3
81.39744322,9.022091432,2159.500511,4.319001022,2294.04824,18,3
40.86053636,6.392236142,1764.998474,3.529996948,2573.72877,21,3
21.44425525,4.630797721,1393.734129,2.787468259,1774.462047,30,3
23.02823372,4.798783642,1391.048065,2.782096131,1550.144053,28,3
11.898379,3.449450178,1050.815201,2.101630402,1338.771314,24,3
3.827880478,1.956499377,751.4435965,1.502887193,1068.519731,2,3
9.707690351,3.115775689,928.9303438,1.857860688,1142.136377,29,3
37.99713904,6.164227806,1329.446473,2.658892946,1631.470891,24,3
7.125280074,2.669337031,864.2533258,1.728506652,1149.621115,25,3
55.02957399,7.419180597,2265.420744,4.530841487,3464.500607,43,3
21.29065879,4.614181172,1446.107093,2.892214185,2153.032402,40,3
14.24112821,3.77374605,1163.106417,2.326212835,1750.852173,25,3
83.65861644,9.146568467,3011.355706,6.022711413,4640.143385,53,3
44.96891486,6.705887119,1978.072,3.956143999,3069.93155,48,3
85.85308806,9.266116283,2490.055037,4.980110074,3990.35837,50,3
28.11654594,5.302881715,1423.114199,2.846228397,2216.642613,45,3
105.2472682,10.25916055,2349.679903,4.699359806,2930.941516,12,3
30.10145315,5.486799666,1495.377667,2.990755334,2240.749724,22,3
14.08899799,3.75363338,1269.060337,2.538120675,1908.894575,43,3
45.44813707,6.741583673,2048.575367,4.097150735,3102.330882,45,3
43.1598914,6.569638903,1685.330377,3.370660755,2525.161998,33,3
