VAR,RMS,IEMG,MAV,WL,WAMP,TARGET[0],TARGET[1],TARGET[2]
462.5828457050275,21.50778600571332,7439.030479967417,14.87806095993483,12234.68214188172,41,1,0,0
484.4684686262648,22.01066515624922,8275.66590226781,16.55133180453562,13115.589202303,38,1,0,0
384.834289548033,19.6172247577147,7121.181979626763,14.24236395925353,11731.45865361991,36,1,0,0
473.5574713492328,21.76137672020405,8133.64121904128,16.26728243808256,13206.03739303452,37,1,0,0
445.2055508113392,21.09993005108172,7659.441837696779,15.31888367539356,12176.56456226383,28,1,0,0
462.4511100109238,21.5046779670992,8021.273641986651,16.0425472839733,13175.29755431187,25,1,0,0
403.1017886958285,20.07739516141401,7431.53502724017,14.86307005448034,11851.7989523031,38,1,0,0
347.9823245863928,18.65435641416148,6979.63523636866,13.95927047273732,11140.29052454548,29,1,0,0
321.1932038496294,17.92186434712739,6907.667770305463,13.81533554061093,10967.38637138097,35,1,0,0
283.6396144031522,16.84167420860965,6021.762373057789,12.04352474611558,9367.943640978008,18,1,0,0
13.14675503859793,3.625894519939248,724.1476068463278,1.448295213692656,1092.843787947033,2,1,0,0
149.3970150383427,12.2228093559254,4341.913751914333,8.683827503828667,6753.318325584707,6,1,0,0
224.8427653162957,14.99475927468822,4908.779070718152,9.817558141436304,7676.129412926377,12,1,0,0
1.265127274441773,1.12487254364626,405.7688929888249,0.8115377859776497,579.1817354754407,0,1,0,0
373.0142983854728,19.31365423684493,7101.238568023784,14.20247713604757,11113.31156703236,25,1,0,0
181.2727851071086,13.46377657239449,4490.854622084309,8.981709244168618,6868.776642247685,10,1,0,0
683.8789878807366,26.151083434212,9523.851470827394,19.04770294165479,15458.45856278883,33,1,0,0
105.7506299141131,10.28351348012635,3209.181903428746,6.418363806857493,5312.75953560548,5,1,0,0
97.44298781126191,9.871321487046474,2891.542029254174,5.783084058508348,4651.951741331704,13,1,0,0
129.6184489752348,11.38501112678212,2715.940746829066,5.431881493658131,4451.90683169148,17,1,0,0
226.1062218372796,15.03685712613451,4266.553083631554,8.533106167263108,6845.130802991784,31,1,0,0
164.0625180827446,12.80870699914691,4033.274436180721,8.066548872361441,6274.213216853384,20,1,0,0
