VAR,RMS,IEMG,MAV,WL,WAMP,TARGET
64.67657597,8.042176169,2591.850436,5.183700872,4010.747571,12,1
162.9196543,12.76400687,4760.146879,9.520293759,7309.493068,17,1
96.21054399,9.808707039,2929.693741,5.859387482,4646.438862,20,1
256.7531711,16.02352206,5502.026239,11.00405248,8815.404626,20,1
324.0440255,18.00140753,6647.913459,13.29582692,10481.02134,14,1
215.2428138,14.67115684,4981.140419,9.962280838,7606.756235,2,1
226.2609749,15.04200476,4487.828707,8.975657415,7304.264343,19,1
375.1366054,19.36854394,7010.986143,14.02197229,11320.23902,20,1
226.1934994,15.03974256,5565.429487,11.13085897,8760.433585,17,1
26.29261077,5.127635181,1630.244014,3.260488028,2610.427847,2,1
2.184190265,1.477905054,509.8684144,1.019736829,780.3597631,0,1
21.69969221,4.658380424,1311.244529,2.622489059,1960.244481,3,1
161.6978843,12.71626901,3016.933465,6.033866929,5114.671469,16,1
0.856350217,0.925391926,364.6399829,0.729279966,507.0274667,0,1
127.902927,11.30941885,3766.554557,7.533109114,6259.169331,22,1
63.11975924,7.944797793,1883.705407,3.767410815,2952.819339,8,1
173.8645793,13.18584434,4391.918834,8.783837669,6942.54047,24,1
27.81739392,5.274419928,1474.195902,2.948391804,2354.691943,3,1
50.97967339,7.140098015,1807.008274,3.614016548,2926.173867,36,1
93.80093794,9.685130299,3306.370935,6.612741871,5201.505864,35,1
98.3319992,9.916253582,2324.116815,4.648233629,3555.668837,16,1
9.608218998,3.099720423,1089.394658,2.178789316,1646.026612,0,1
184.1580634,13.57049219,4403.585318,8.807170635,7056.796006,52,1
293.023435,17.1179273,5597.464498,11.194929,9170.619901,30,1
283.2835552,16.83102976,5819.010664,11.63802133,9569.02247,55,1
5.61436976,2.369475725,868.2293186,1.736458637,1385.17144,0,1
114.2393177,10.68840964,2410.787898,4.821575797,4109.157629,20,1
311.4856224,17.64895865,5849.554295,11.69910859,9403.371793,23,1
495.008241,22.24899644,7100.690854,14.20138171,11383.5907,28,1
149.9081964,12.24393719,4318.007052,8.636014105,6706.516327,9,1
60.68957883,7.790487486,2430.141745,4.860283491,3774.066051,5,1
22.21760598,4.713569307,1312.904834,2.625809669,2134.64058,13,1
63.3084905,7.956663277,2337.76927,4.67553854,3697.607288,8,1
92.17966133,9.60102991,2856.207878,5.712415755,4722.980988,7,1
233.8254627,15.29135351,4826.154473,9.652308945,7517.970887,23,1
30.61108516,5.532738922,1480.267281,2.960534563,2434.893585,9,1
148.050795,12.16768197,3408.923664,6.817847328,5517.062459,21,1
47.61762735,6.90055441,1821.803503,3.643607007,2801.52017,11,1
25.16952973,5.016933779,1319.745251,2.639490502,2118.5548,5,1
40.6695367,6.377269594,1926.132549,3.852265098,3184.269772,52,1
85.74266538,9.259766169,2290.563483,4.581126967,3523.6977,41,1
236.9453859,15.3930333,5199.31219,10.39862438,8417.391222,24,1
2.218876362,1.489591471,533.7102429,1.067420486,848.1239201,17,1
366.4206607,19.14222907,6531.372905,13.06274581,10752.98215,45,1
8.16503571,2.857592933,1049.050929,2.098101859,1592.895587,14,1
31.55518812,5.617427775,1697.478689,3.394957378,2716.394916,11,1
65.25720501,8.078193179,2020.114528,4.040229057,3203.675689,21,1
31.20126812,5.585810809,1422.781893,2.845563785,2333.269236,8,1
79.30168151,8.905151349,2528.471387,5.056942774,4178.210976,13,1
18.36345705,4.285271028,1093.401546,2.186803092,1722.014459,8,1
8.385480016,2.895974088,843.1844208,1.686368842,1331.858996,2,1
6.508137885,2.551108238,766.4385069,1.532877014,1220.998539,2,1
15.13204509,3.89000019,1040.13668,2.080273359,1619.533211,1,1
117.6926254,10.84866268,3199.583234,6.399166469,5195.008311,32,1
80.93483075,8.996380063,2580.104085,5.16020817,4105.040666,15,1
7.298241067,2.701526015,842.3265296,1.684653059,1280.31029,5,1
108.7976667,10.43065275,2682.743851,5.365487703,4110.451388,25,1
43.24559146,6.576138035,1990.063178,3.980126356,3135.153928,10,1
249.9533543,15.80991331,5249.737421,10.49947484,8534.261414,56,1
11.8184052,3.437811108,927.0342898,1.85406858,1481.227685,10,1
2.947974326,1.71696673,597.8457367,1.195691473,917.5595549,0,1
115.4339614,10.74402211,4065.471086,8.130942172,6645.651454,77,1
113.6748839,10.66187547,3550.349418,7.100698837,5644.143643,30,1
104.4833904,10.22172897,3326.313087,6.652626174,5298.869564,39,1
23.46619799,4.844523846,1369.144608,2.738289215,2144.339659,4,1
303.5675736,17.42325014,6560.722289,13.12144458,10721.03777,32,1
31.02971241,5.570445559,1267.713034,2.535426068,2041.43429,14,1
1.702093332,1.304643464,489.359361,0.978718722,714.2012318,0,1
92.48638066,9.617059375,2799.957147,5.599914294,4512.980938,34,1
98.39878382,9.919658873,3241.453367,6.482906733,5236.260067,60,1
14.5068689,3.808790313,848.3712278,1.696742456,1316.867675,9,1
44.49736126,6.670643387,1737.713275,3.475426549,2838.293783,21,1
14.06710511,3.75061571,1064.569335,2.129138669,1571.825691,8,1
1.102624474,1.050087814,411.1099449,0.82221989,603.0335259,0,1
